iter	Logloss
620	0.6246907483
621	0.6246812057
622	0.624671229
623	0.6246607676
624	0.6246431445
625	0.6246329914
626	0.6246216122
627	0.62460536
628	0.6245975762
629	0.6245907988
630	0.6245834695
631	0.6245652673
632	0.624557185
633	0.6245395041
634	0.6245215829
635	0.6245119093
636	0.624498554
637	0.6244898825
638	0.624473208
639	0.6244611262
640	0.6244519173
641	0.6244380995
642	0.6244258778
643	0.6244200267
644	0.6244018498
645	0.6243870951
646	0.6243717145
647	0.624367688
648	0.6243529276
649	0.6243389651
650	0.6243216273
651	0.6243088908
652	0.6242891751
653	0.6242802254
654	0.624269488
655	0.6242613526
656	0.6242461497
657	0.6242292189
658	0.624217284
659	0.6242064555
660	0.6242011375
661	0.6241868552
662	0.6241735465
663	0.6241581378
664	0.624146899
665	0.6241372623
666	0.6241223869
667	0.6241148797
668	0.6241055759
669	0.6240931032
670	0.624080337
671	0.6240674685
672	0.6240570268
673	0.624046528
674	0.6240261974
675	0.624009403
676	0.6240034116
677	0.6239920404
678	0.6239764513
679	0.6239652074
680	0.6239440072
681	0.6239269991
682	0.6239155933
683	0.6239049262
684	0.6238861182
685	0.6238698667
686	0.6238524108
687	0.6238354191
688	0.6238224878
689	0.6237993886
690	0.6237857836
691	0.6237687058
692	0.6237492616
693	0.6237348114
694	0.6237223503
695	0.623710448
696	0.6236880099
697	0.6236728343
698	0.6236472816
699	0.6236379037
700	0.6236230066
701	0.6236141702
702	0.6236020274
703	0.6235885183
704	0.6235707005
705	0.6235525533
706	0.6235375846
707	0.6235209412
708	0.6235072968
709	0.6234856128
710	0.6234716692
711	0.623458589
712	0.623448907
713	0.6234277786
714	0.6234182694
715	0.6234013212
716	0.6233905523
717	0.6233797932
718	0.6233649091
719	0.6233517589
720	0.623339304
721	0.6233227614
722	0.6233164869
723	0.6233044179
724	0.623290852
725	0.6232806391
726	0.6232697752
727	0.6232581753
728	0.6232414793
729	0.6232265637
730	0.6232142818
731	0.6232008571
732	0.623193463
733	0.6231879949
734	0.6231704845
735	0.6231594859
736	0.6231521123
737	0.6231365829
738	0.6231200766
739	0.623103942
740	0.6230883062
741	0.6230772517
742	0.6230614433
743	0.623054699
744	0.6230431102
745	0.6230332628
746	0.6230227608
747	0.6230100899
748	0.6230039845
749	0.6229860222
750	0.6229752802
751	0.6229606118
752	0.6229508928
753	0.6229348332
754	0.6229208717
755	0.6229083011
756	0.6228987323
757	0.6228856681
758	0.6228749065
759	0.622859881
760	0.6228472172
761	0.6228392135
762	0.6228260583
763	0.6228162353
764	0.622801522
765	0.6227846623
766	0.6227731827
767	0.6227646858
768	0.6227567989
769	0.6227441544
770	0.6227318022
771	0.6227205683
772	0.6227130714
773	0.6227062381
774	0.6226943867
775	0.6226845443
776	0.6226705
777	0.6226549379
778	0.6226451111
779	0.6226346477
780	0.6226250563
781	0.6226085635
782	0.6225940184
783	0.6225732402
784	0.6225520828
785	0.6225436357
786	0.6225304531
787	0.6225189125
788	0.6225056541
789	0.6224945586
790	0.6224838991
791	0.6224730054
792	0.6224527573
793	0.6224433853
794	0.6224315254
795	0.6224200305
796	0.6224127324
797	0.6224013486
798	0.6223793424
799	0.6223682668
800	0.6223581196
801	0.6223479787
802	0.6223393652
803	0.6223299436
804	0.6223110951
805	0.6222978594
806	0.6222890096
807	0.6222829557
808	0.6222734388
809	0.6222576436
810	0.6222465912
811	0.6222364901
812	0.6222224391
813	0.6222120599
814	0.6221921738
815	0.6221804311
816	0.6221624182
817	0.6221544838
818	0.6221389383
819	0.6221271603
820	0.6221194994
821	0.622099459
822	0.6220894953
823	0.6220780826
824	0.6220599355
825	0.6220445885
826	0.6220289682
827	0.6220111483
828	0.6220011152
829	0.6219830256
830	0.6219759328
831	0.621958805
832	0.6219340842
833	0.6219258623
834	0.6219094834
835	0.6218900173
836	0.6218678935
837	0.6218601609
838	0.6218522187
839	0.6218368749
840	0.6218310407
841	0.6218204329
842	0.6218131019
843	0.6217975099
844	0.6217814494
845	0.6217689216
846	0.6217576244
847	0.6217388086
848	0.6217291029
849	0.6217176262
850	0.6217044024
851	0.6216904099
852	0.6216803311
853	0.6216720981
854	0.6216652285
855	0.6216492069
856	0.6216315815
857	0.6216226466
858	0.6216117158
859	0.6215941223
860	0.6215771082
861	0.6215656992
862	0.6215563769
863	0.6215447512
864	0.6215389455
865	0.6215264691
866	0.6215108979
867	0.621494376
868	0.6214807993
869	0.6214754658
870	0.6214571691
871	0.6214436297
872	0.6214306683
873	0.6214216735
874	0.6214103111
875	0.6213973642
876	0.6213854131
877	0.6213728296
878	0.6213537708
879	0.6213469916
880	0.621330125
881	0.6213144412
882	0.6212981342
883	0.6212830403
884	0.621275139
885	0.6212604537
886	0.6212498275
887	0.6212330401
888	0.6212230766
889	0.6212100235
890	0.6211938945
891	0.6211830117
892	0.6211652201
893	0.6211564316
894	0.6211450134
895	0.6211379772
896	0.6211262612
897	0.6211136328
898	0.6210999675
899	0.6210832637
900	0.6210712288
901	0.6210572639
902	0.6210469745
903	0.6210427751
904	0.6210271647
905	0.621019589
906	0.6210004756
907	0.6209862638
908	0.6209658437
909	0.6209510388
910	0.6209429113
911	0.6209303685
912	0.6209179363
913	0.6209046396
914	0.6208942922
915	0.6208789777
916	0.6208685684
917	0.6208576425
918	0.6208484677
919	0.6208323018
920	0.62081902
921	0.6208074871
922	0.6207947506
923	0.6207828347
924	0.6207623816
925	0.6207487679
926	0.6207259372
927	0.6207189742
928	0.6207103361
929	0.6206907816
930	0.620684164
931	0.6206732272
932	0.620663713
933	0.6206491437
934	0.6206352248
935	0.6206201779
936	0.620605569
937	0.6205981645
938	0.6205845957
939	0.620567503
940	0.6205477592
941	0.6205360964
942	0.6205215237
943	0.6205037788
944	0.6204899556
945	0.620481903
946	0.6204660286
947	0.6204530313
948	0.6204348635
949	0.6204263407
950	0.6204155027
951	0.6204045848
952	0.6203942608
953	0.6203780049
954	0.6203666784
955	0.6203534172
956	0.6203331006
957	0.6203270708
958	0.6203104743
959	0.620300054
960	0.6202867963
961	0.6202737745
962	0.6202611136
963	0.6202483569
964	0.6202355651
965	0.6202243089
966	0.6202190448
967	0.6202112984
968	0.6201973859
969	0.6201799851
970	0.6201674353
971	0.6201587534
972	0.6201446511
973	0.6201344687
974	0.6201256686
975	0.6201116342
976	0.6201013634
977	0.6200865823
978	0.620075066
979	0.6200624447
980	0.6200511991
981	0.6200376051
982	0.6200268537
983	0.6200121754
984	0.6200069881
985	0.6200013793
986	0.6199830621
987	0.6199708151
988	0.6199633711
989	0.6199579574
990	0.61993947
991	0.6199298807
992	0.6199222924
993	0.6199143465
994	0.6199010442
995	0.6198846804
996	0.6198719438
997	0.6198610003
998	0.6198396189
999	0.6198265796
